biological_family,spore_size_um,spore_shape,wall_type,ornamentation,gene_ITS,genetic_cluster,gc_content,habitat_type,elevation_m,mean_temp_c,pH,conductividad_ds_m,nitrogeno_total_pct,textura_Arcillosa,textura_Arenosa,textura_Franca,textura_Limosa
Agaricaceae,140.79,2,0,0,0.0,0,43.45,0,2405.0,12.8,-0.1421238439179791,-0.1566716271987046,-0.4859194720021776,0.0,0.0,0.0,1.0
Agaricaceae,53.34,1,2,2,1.0,2,41.08,1,1401.0,18.3,0.1120876858986727,0.1792020521032687,-2.6622250166879424,0.0,1.0,0.0,0.0
Agaricaceae,73.08,2,0,2,1.0,2,46.29,3,3560.0,6.4,2.3288122258998776,-0.300315716459926,-1.158595731268687,0.0,1.0,0.0,0.0
Agaricaceae,79.1,1,2,2,0.0,1,45.58,1,1316.0,18.8,0.3662992157153246,0.4897267744767913,0.1471875955427722,0.0,0.0,1.0,0.0
Agaricaceae,116.5,1,0,2,1.0,2,51.31,0,2136.0,14.3,0.1629299918620038,-0.3383391518526021,1.532109305797351,0.0,1.0,0.0,0.0
Agaricaceae,118.33,1,0,2,1.0,2,51.48,1,1774.0,16.2,-0.3454930677712999,-0.8284189858026515,-1.099241943686348,0.0,0.0,1.0,0.0
Agaricaceae,110.42,2,0,0,0.0,2,50.24,1,1736.0,16.5,-0.1827976886886435,-0.8284189858026515,0.0878338079604331,1.0,0.0,0.0,0.0
Agaricaceae,106.87,1,0,0,1.0,2,51.36,1,1674.0,16.8,-1.38267610942324,2.424697153348537,1.314478751328774,0.0,0.0,0.0,1.0
Agaricaceae,108.79,2,1,2,1.0,2,43.86,1,1617.0,17.1,-1.9012676302492093,-0.2686295202993624,1.1166327927209772,0.0,0.0,0.0,1.0
Agaricaceae,86.97,1,1,2,1.0,0,48.08,1,1224.0,19.3,0.9052276589266268,-0.8284189858026515,0.3252489582897896,0.0,1.0,0.0,0.0
Agaricaceae,170.26,1,1,1,1.0,2,43.07,0,2384.0,12.9,0.9764068872752896,0.9882562607363242,1.4925401140757917,0.0,0.0,0.0,1.0
Agaricaceae,73.6,2,0,2,1.0,1,42.17,1,1861.0,15.8,0.0002346127793464,1.1551368938486255,-0.6837654306099741,1.0,0.0,0.0,0.0
Agaricaceae,83.15,1,1,0,0.0,2,48.6,3,3913.0,4.5,-0.0404392319913178,-0.8284189858026515,-0.3869964926982791,0.0,0.0,1.0,0.0
Agaricaceae,104.67,2,0,2,1.0,3,47.82,3,3723.0,5.5,-1.1182961184139222,0.2805978798170721,0.0482646162388743,0.0,1.0,0.0,0.0
Agaricaceae,118.96,1,1,0,1.0,0,48.22,0,2992.0,9.5,-0.1014499991473148,-0.4502970449532599,0.1471875955427722,0.0,0.0,1.0,0.0
Agaricaceae,131.58,1,0,0,1.0,2,47.78,0,2959.0,9.7,0.4679838276419859,-0.8284189858026515,-0.5057040678629573,0.0,0.0,1.0,0.0
Agaricaceae,76.21,2,0,2,0.0,2,48.2,0,2189.0,14.0,0.030739996357344,0.2341247921149122,-0.7233346223315335,1.0,0.0,0.0,0.0
Agaricaceae,88.31,1,2,2,1.0,2,42.2,0,2151.0,14.2,-0.1726292274959767,-0.2939784772278133,-0.7826884099138726,0.0,0.0,0.0,1.0
Agaricaceae,81.21,1,2,2,1.0,2,51.5,3,3837.0,4.9,-0.335324606578634,-0.3277770864657476,0.6220178962014852,0.0,0.0,1.0,0.0
Agaricaceae,92.85,1,0,2,1.0,2,49.53,0,2187.0,14.0,-0.030270770798652,-0.6108404388334485,0.859433046530841,0.0,1.0,0.0,0.0
Agaricaceae,117.22,2,0,2,1.0,2,47.4,0,2336.0,13.2,0.4171415216786556,-0.3235522603110058,1.908016627152164,1.0,0.0,0.0,0.0
Agaricaceae,209.88,0,1,1,0.0,2,47.46,0,2901.0,10.0,0.9357330425046252,-0.752372115017299,0.068049212099654,1.0,0.0,0.0,0.0
Agaricaceae,142.86,2,1,2,1.0,2,48.93,0,2146.0,14.2,-1.5352030273132315,0.629146037583271,0.8000792589485018,1.0,0.0,0.0,0.0
Agaricaceae,153.14,0,1,1,1.0,1,45.07,1,1254.0,19.1,-0.2539769170373054,-0.752372115017299,0.6813716837838242,1.0,0.0,0.0,0.0
Agaricaceae,136.53,1,0,0,0.0,2,51.84,1,1977.0,15.1,-1.8605937854785453,-0.6552011134582375,1.1562019844425364,0.0,1.0,0.0,0.0
Agaricaceae,92.2,1,0,2,1.0,2,50.55,0,2681.0,11.3,0.518826133605316,-0.8284189858026515,0.068049212099654,0.0,0.0,1.0,0.0
Agaricaceae,138.47,2,0,2,0.0,3,50.86,3,3409.0,7.3,-0.6200415199732844,-0.6530887003808666,-0.2287197258120415,1.0,0.0,0.0,0.0
Agaricaceae,87.99,2,0,2,1.0,2,46.28,3,3023.0,9.4,0.3662992157153246,-0.2094819541329771,-1.4157954774588224,0.0,0.0,0.0,1.0
Agaricaceae,169.02,1,1,1,1.0,2,43.74,3,3058.0,9.2,0.091750763513341,-0.5390183942028379,1.2353403678856554,0.0,0.0,1.0,0.0
Agaricaceae,114.06,1,0,3,1.0,2,48.44,3,3207.0,8.4,-1.016611506487261,-0.7249107450114772,-0.5057040678629573,1.0,0.0,0.0,0.0
Agaricaceae,103.14,2,0,3,1.0,2,48.56,3,3206.0,8.4,1.1899445723212771,-0.7439224627078154,2.3234931402285377,0.0,0.0,0.0,1.0
Agaricaceae,88.15,2,0,0,1.0,2,44.4,3,3690.0,5.7,-0.1929661498813093,-0.3932618918642456,0.7605100672269425,0.0,1.0,0.0,0.0
Agaricaceae,74.76,1,0,3,1.0,2,47.57,0,2990.0,9.6,-0.0607761543766504,0.4664902306257114,-0.1891505340904821,0.0,0.0,1.0,0.0
Agaricaceae,100.74,2,0,2,1.0,0,44.41,1,1527.0,17.6,-0.9759376617165968,-0.7967327896420879,-0.2089351299512618,0.0,1.0,0.0,0.0
Agaricaceae,101.4,2,0,2,1.0,2,42.84,1,1974.0,15.1,0.0002346127793464,-0.8094072681063134,0.068049212099654,1.0,0.0,0.0,0.0
Agaricaceae,180.34,1,1,2,1.0,0,42.46,1,1346.0,18.6,0.4374784440639874,2.9211142265307,-0.9409651768001102,0.0,0.0,0.0,1.0
Agaricaceae,147.19,1,0,2,1.0,3,47.3,1,1281.0,19.0,0.152761530669337,0.2404620313470249,-0.7035500264707538,0.0,1.0,0.0,0.0
Agaricaceae,123.62,1,0,2,1.0,0,47.29,1,1945.0,15.3,0.518826133605316,-0.8284189858026515,-0.881611389217771,0.0,1.0,0.0,0.0
Agaricaceae,106.56,2,0,2,1.0,2,39.88,0,2609.0,11.7,1.1797761111286114,-0.8284189858026515,-0.4661348761413979,0.0,1.0,0.0,0.0
Agaricaceae,123.23,2,1,0,1.0,2,47.66,0,2755.0,10.8,-1.4741922601572346,-0.2876412379957005,0.068049212099654,0.0,0.0,1.0,0.0
Agaricaceae,131.78,2,0,0,1.0,3,45.59,0,2957.0,9.7,0.5391630559906477,0.4517033390841151,0.5428795127583663,0.0,0.0,0.0,1.0
Agaricaceae,259.63,0,1,1,1.0,2,50.52,0,2104.0,14.4,0.4374784440639874,-0.2200440195198316,1.2749095596072146,1.0,0.0,0.0,0.0
Agaricaceae,114.54,2,0,2,1.0,1,44.2,3,3306.0,7.8,-0.8844215109826021,1.163586546158109,0.859433046530841,0.0,0.0,0.0,1.0
Agaricaceae,116.81,2,0,2,1.0,2,46.67,1,1327.0,18.7,-1.0877907348359237,0.5742232975716275,-0.3869964926982791,1.0,0.0,0.0,0.0
Agaricaceae,235.11,1,1,2,1.0,0,48.15,1,1935.0,15.4,-2.033457625753869,-0.8284189858026515,1.4134017306326727,1.0,0.0,0.0,0.0
Agaricaceae,135.6,2,0,2,1.0,3,47.04,3,3773.0,5.2,-1.1488015019919198,-0.3341143256978603,1.4331863264934523,0.0,0.0,0.0,1.0
Agaricaceae,99.14,2,0,0,1.0,0,46.54,1,1720.0,16.5,-0.2539769170373054,-0.0024654725506287,0.4241719375936881,0.0,0.0,1.0,0.0
Agaricaceae,291.22,1,1,2,0.0,0,50.42,1,1436.0,18.1,0.2849515261739959,-0.124985431038141,-0.4859194720021776,0.0,0.0,0.0,1.0
Agaricaceae,88.96,1,0,2,1.0,0,45.63,3,3741.0,5.4,-0.2031346110739752,-0.8199693334931679,-1.455364669180382,0.0,0.0,0.0,1.0
Agaricaceae,96.16,1,0,3,1.0,1,48.47,1,1641.0,17.0,1.6068514812205854,0.3165089021323775,0.6615870879230445,0.0,0.0,1.0,0.0
Agaricaceae,85.96,1,0,2,0.0,2,45.45,2,4085.0,3.5,0.152761530669337,-0.7375852234757027,0.0086954245173149,0.0,0.0,1.0,0.0
Agaricaceae,87.23,2,0,2,1.0,2,51.85,0,2579.0,11.8,-0.6912207483219472,-0.3298894995431185,1.1364173885817568,0.0,1.0,0.0,0.0
Agaricaceae,123.18,1,0,2,1.0,1,47.39,0,2822.0,10.5,0.213772297825334,-0.8284189858026515,-0.9013959850785508,0.0,1.0,0.0,0.0
Agaricaceae,113.76,1,0,3,0.0,2,44.07,3,3274.0,8.0,0.5493315171833145,-0.2813039987635878,-0.0506583630650241,0.0,1.0,0.0,0.0
Agaricaceae,151.02,0,1,2,0.0,0,52.53,1,1367.0,18.5,0.3561307545226587,-0.8284189858026515,-0.4265656844198385,0.0,1.0,0.0,0.0
Agaricaceae,121.2,2,0,2,1.0,2,41.59,2,4153.0,3.2,-0.6200415199732844,-0.8284189858026515,-0.9211805809393304,0.0,1.0,0.0,0.0
Agaricaceae,96.19,1,0,0,1.0,0,44.4,0,2908.0,10.0,0.5696684395686462,0.6756191252854309,0.2461105748466708,0.0,0.0,1.0,0.0
Agaricaceae,199.32,0,1,2,1.0,2,44.18,1,1901.0,15.5,0.3662992157153246,-0.6678755919224629,0.0878338079604331,0.0,0.0,0.0,1.0
Agaricaceae,133.65,2,0,2,1.0,2,43.69,1,1329.0,18.7,1.1899445723212771,0.2235627267280577,2.0069396064560627,0.0,0.0,1.0,0.0
Agaricaceae,107.2,2,0,0,0.0,2,47.59,3,3923.0,4.4,-0.4065038349272968,-0.4946577195780489,-1.7917027988136365,0.0,1.0,0.0,0.0
Agaricaceae,115.17,1,0,3,1.0,2,48.47,1,1957.0,15.2,0.152761530669337,-0.5833790688276269,-0.8024730057746523,0.0,0.0,1.0,0.0
Agaricaceae,257.81,1,1,2,1.0,2,45.02,0,2512.0,12.2,2.06443223489056,-0.8284189858026515,0.5230949168975866,0.0,1.0,0.0,0.0
Agaricaceae,108.24,1,1,2,1.0,1,51.17,3,3320.0,7.7,0.6815215126879733,-0.8284189858026515,-2.761147995991841,0.0,0.0,1.0,0.0
Agaricaceae,76.93,2,0,3,1.0,2,43.51,0,2262.0,13.6,0.6103422843393106,0.0714689851573528,0.8792176423916207,1.0,0.0,0.0,0.0
Agaricaceae,270.45,1,1,1,1.0,2,46.88,1,1330.0,18.7,-1.0674538124505912,1.0896520884501275,0.3054643624290099,1.0,0.0,0.0,0.0
Agaricaceae,101.96,2,1,2,1.0,0,53.5,1,1211.0,19.3,0.2951199873666627,-0.6045031996013359,0.068049212099654,0.0,0.0,1.0,0.0
Agaricaceae,119.49,2,0,3,1.0,2,46.59,0,2541.0,12.0,-0.1827976886886435,-0.8284189858026515,0.6813716837838242,0.0,0.0,0.0,1.0
Agaricaceae,93.61,2,0,2,1.0,0,51.58,3,3621.0,6.1,-0.0607761543766504,-0.8284189858026515,0.6022333003407054,0.0,0.0,0.0,1.0
Agaricaceae,83.96,1,2,2,1.0,2,45.8,3,3713.0,5.6,-0.4980199856612914,2.847179768822718,0.0482646162388743,0.0,1.0,0.0,0.0
Agaricaceae,72.82,1,2,2,1.0,0,50.7,0,2491.0,12.3,0.4476469052566532,-0.3066529556920387,0.0482646162388743,0.0,1.0,0.0,0.0
Agaricaceae,223.11,0,1,1,1.0,0,50.55,1,1600.0,17.2,-0.9250953557532664,-0.8284189858026515,-0.7035500264707538,0.0,0.0,1.0,0.0
Agaricaceae,105.79,1,0,3,1.0,2,46.26,0,2721.0,11.0,-0.7929053602486076,-0.1651212795081882,0.5428795127583663,0.0,1.0,0.0,0.0
Agaricaceae,280.45,1,1,2,0.0,2,45.38,0,2382.0,12.9,-1.4131814930012383,-0.6319645696071575,-0.2485043216728212,0.0,0.0,1.0,0.0
Agaricaceae,83.46,1,2,2,1.0,2,46.26,2,4052.0,3.7,-0.7725684378632759,0.3228461413644902,-0.0506583630650241,1.0,0.0,0.0,0.0
Agaricaceae,81.57,1,0,3,0.0,1,43.39,2,4183.0,3.0,0.1730984530546696,0.5742232975716275,-0.881611389217771,0.0,0.0,0.0,1.0
Agaricaceae,229.87,0,1,2,1.0,2,51.68,1,1563.0,17.4,-1.0674538124505912,-0.3383391518526021,0.068049212099654,0.0,1.0,0.0,0.0
Agaricaceae,81.03,1,0,2,1.0,2,45.08,0,2572.0,11.9,0.152761530669337,-0.5411308072802088,0.4439565334544678,0.0,1.0,0.0,0.0
Agaricaceae,82.21,1,2,2,1.0,0,48.19,1,1215.0,19.3,0.0612453799353425,0.7073053214459942,-0.2682889175336009,1.0,0.0,0.0,0.0
Agaricaceae,109.39,1,0,2,1.0,1,45.71,0,2331.0,13.2,0.4171415216786556,0.1327289644011091,-0.2485043216728212,1.0,0.0,0.0,0.0
Agaricaceae,136.03,2,0,0,1.0,0,51.55,1,1510.0,17.7,-2.4300276122678457,-0.6953369619282845,-0.0308737672042444,1.0,0.0,0.0,0.0
Agaricaceae,70.72,1,2,2,1.0,2,36.39,1,1745.0,16.4,0.6001738231466447,0.3186213152097484,3.372076720849861,0.0,1.0,0.0,0.0
Agaricaceae,94.97,2,0,2,1.0,0,52.86,1,1228.0,19.2,-0.9962745841019292,-0.8136320942610552,0.3450335541505693,1.0,0.0,0.0,0.0
Agaricaceae,90.53,1,0,0,1.0,2,41.57,0,2462.0,12.5,2.5118445273678667,0.4031178383045845,1.0374944092778584,1.0,0.0,0.0,0.0
Agaricaceae,110.32,1,0,2,0.0,2,46.6,1,1465.0,17.9,-0.7929053602486076,-0.8178569204157969,0.1867567872643316,1.0,0.0,0.0,0.0
Agaricaceae,68.01,1,2,2,1.0,1,48.99,3,3250.0,8.1,-0.7115576707072789,0.7981390837729432,0.1076184038212128,0.0,0.0,1.0,0.0
Agaricaceae,145.06,2,0,2,1.0,2,48.9,2,4196.0,2.9,1.0170807320459538,-0.1503343879665919,-0.5848424513060756,0.0,1.0,0.0,0.0
Agaricaceae,293.18,1,1,1,0.0,0,42.4,3,3832.0,4.9,-0.4370092185052953,2.610589504157177,-1.890625778117535,0.0,1.0,0.0,0.0
Agaricaceae,84.02,1,2,2,0.0,2,48.08,0,2163.0,14.1,2.06443223489056,2.023338668648066,-0.7629038140530929,0.0,0.0,1.0,0.0
Agaricaceae,182.82,1,1,1,1.0,2,46.37,3,3434.0,7.1,-1.1182961184139222,0.1432910297879636,2.3630623319500974,0.0,1.0,0.0,0.0
Agaricaceae,114.25,1,0,0,1.0,2,43.43,3,3241.0,8.2,-0.0099338484133202,-0.8284189858026515,-0.1100121506473632,0.0,0.0,0.0,1.0
Agaricaceae,90.34,1,0,3,1.0,0,48.21,1,1909.0,15.5,-1.1081276572212555,-0.3974867180189874,1.8288782437090447,0.0,1.0,0.0,0.0
Agaricaceae,50.29,1,2,2,1.0,0,45.16,0,2589.0,11.8,-1.0572853512579252,2.591577786460839,-0.0506583630650241,0.0,1.0,0.0,0.0
Agaricaceae,80.75,1,0,3,1.0,2,47.81,1,1425.0,18.2,1.1289338051652802,1.2903313308003632,1.4331863264934523,1.0,0.0,0.0,0.0
Agaricaceae,83.85,1,0,2,1.0,2,48.49,0,2243.0,13.7,-0.4268407573126286,0.4242419690782933,0.503310321036807,0.0,1.0,0.0,0.0
Agaricaceae,95.77,2,0,2,1.0,2,46.49,0,2976.0,9.6,1.6170199424132512,3.8949366551986855,0.0284800203780946,0.0,0.0,0.0,1.0
Agaricaceae,202.08,1,1,2,1.0,0,45.26,0,2796.0,10.6,-0.3556615289639667,-0.6953369619282845,-0.4067810885590588,1.0,0.0,0.0,0.0
Agaricaceae,235.53,0,1,1,1.0,2,40.67,3,3666.0,5.8,1.5153353304865909,-0.6171776780655612,0.7802946630877222,1.0,0.0,0.0,0.0
Agaricaceae,88.23,1,2,2,1.0,1,45.22,3,3309.0,7.8,0.3764676769079913,0.1770896390258978,-0.1100121506473632,1.0,0.0,0.0,0.0
Agaricaceae,86.79,2,1,2,0.0,2,45.03,3,3463.0,7.0,-0.0506076931839837,1.2206216992471235,1.7497398602659264,0.0,1.0,0.0,0.0
Agaricaceae,52.31,1,2,2,1.0,2,43.93,1,1202.0,19.4,-0.9454322781385992,-0.7988452027194588,1.2155557720248755,0.0,1.0,0.0,0.0
Agaricaceae,89.33,2,1,2,1.0,1,51.21,0,2092.0,14.5,1.1797761111286114,1.2776568523361378,0.7209408755053831,0.0,0.0,0.0,1.0
Agaricaceae,113.89,1,0,0,1.0,2,50.17,3,3576.0,6.3,0.1730984530546696,-0.6404142219166412,-0.32764270511594,1.0,0.0,0.0,0.0
Agaricaceae,112.28,2,0,0,1.0,2,48.94,0,2580.0,11.8,0.5696684395686462,-0.8284189858026515,0.2658951707074505,0.0,1.0,0.0,0.0
Agaricaceae,97.01,1,0,3,1.0,2,49.23,0,2840.0,10.4,0.8543853529632965,1.011492804587404,2.521339098836335,0.0,0.0,1.0,0.0
Agaricaceae,93.33,2,0,3,1.0,0,53.19,0,2151.0,14.2,-1.4030130318085716,-0.5073321980422744,-0.5057040678629573,0.0,0.0,0.0,1.0
Agaricaceae,280.06,0,1,1,1.0,2,47.75,3,3882.0,4.6,0.1019192247060068,-0.8051824419515715,-0.2089351299512618,0.0,0.0,1.0,0.0
Agaricaceae,90.34,2,0,0,1.0,2,47.2,1,1369.0,18.5,0.3256253709446602,3.6646836297652574,1.7497398602659264,0.0,1.0,0.0,0.0
Agaricaceae,57.96,1,2,2,1.0,1,52.57,0,2174.0,14.0,-1.016611506487261,-0.0954116479549484,0.6220178962014852,0.0,0.0,0.0,1.0
Agaricaceae,133.22,2,1,2,1.0,2,48.03,3,3575.0,6.3,-0.152292305110645,1.9536290370948264,-0.1693659382297024,0.0,0.0,0.0,1.0
Agaricaceae,132.24,1,0,0,0.0,2,45.26,0,2113.0,14.4,-0.1217869215326465,-0.1672336925855591,0.3846027458721287,0.0,1.0,0.0,0.0
Agaricaceae,72.76,1,2,2,1.0,2,50.72,1,1792.0,16.1,-0.2946507618079697,-0.8284189858026515,-1.1388111354079071,0.0,0.0,1.0,0.0
Agaricaceae,72.77,1,2,2,1.0,2,41.03,1,1517.0,17.7,1.07809149920195,-0.2221564325972025,-0.4463502802806182,1.0,0.0,0.0,0.0
Agaricaceae,92.64,2,0,2,1.0,2,46.81,3,3945.0,4.3,0.3459622933299928,-0.8284189858026515,-1.4751492650411615,0.0,0.0,1.0,0.0
Agaricaceae,101.02,2,0,0,1.0,2,42.09,0,2485.0,12.3,-1.0979591960285895,-0.0299268425564505,0.7209408755053831,0.0,0.0,1.0,0.0
Agaricaceae,228.63,1,1,2,1.0,2,42.66,1,1415.0,18.2,-1.1182961184139222,-0.4904328934233071,-1.3960108815980428,1.0,0.0,0.0,0.0
Agaricaceae,122.16,2,0,0,1.0,1,47.12,3,3339.0,7.6,1.7085360931472475,-0.5897163080597396,-0.0506583630650241,0.0,1.0,0.0,0.0
Agaricaceae,51.97,1,2,2,1.0,2,46.44,3,3600.0,6.2,-0.1319553827253123,-0.7143486796246227,0.5626641086191461,0.0,0.0,1.0,0.0
Agaricaceae,191.26,1,1,1,0.0,2,51.43,0,2904.0,10.0,1.1492707275506129,-0.7101238534698808,0.503310321036807,1.0,0.0,0.0,0.0
Agaricaceae,85.25,1,0,2,1.0,2,49.27,3,3804.0,5.1,0.9662384260826238,-0.2242688456745734,0.9583560258347394,0.0,0.0,1.0,0.0
Agaricaceae,77.98,1,2,2,1.0,2,49.84,1,1756.0,16.3,1.3628084125966002,1.6916898155008346,-2.266533099472349,1.0,0.0,0.0,0.0
Agaricaceae,105.78,2,0,2,1.0,2,43.6,0,2025.0,14.9,-0.1726292274959767,-0.2707419333767333,1.650816880962028,0.0,0.0,0.0,1.0
Agaricaceae,151.79,1,1,1,0.0,2,51.55,2,4008.0,4.0,0.9357330425046252,-0.8284189858026515,-1.1388111354079071,0.0,0.0,0.0,1.0
Agaricaceae,80.4,1,2,2,1.0,2,53.64,0,2774.0,10.7,-1.6572245616252237,-0.8284189858026515,-0.624411643027635,0.0,1.0,0.0,0.0
Agaricaceae,81.22,2,1,0,1.0,2,51.27,3,3212.0,8.3,-0.213303072266641,-0.5284563288159834,-1.1783803271294662,0.0,1.0,0.0,0.0
Agaricaceae,275.76,0,1,2,1.0,0,48.41,1,1494.0,17.8,0.5289945947979819,0.2848227059718139,-0.1891505340904821,1.0,0.0,0.0,0.0
Agaricaceae,81.05,2,0,2,1.0,2,46.7,0,2890.0,10.1,0.1629299918620038,-0.7798334850231207,-0.3869964926982791,1.0,0.0,0.0,0.0
Agaricaceae,128.57,2,0,3,1.0,2,47.44,2,4103.0,3.4,-0.1116184603399806,-0.8284189858026515,-1.1190265395471275,1.0,0.0,0.0,0.0
Agaricaceae,174.81,1,1,1,1.0,2,50.16,0,2207.0,13.9,-1.5148661049278989,0.7009680822138815,1.7497398602659264,0.0,1.0,0.0,0.0
Agaricaceae,125.96,1,0,2,1.0,2,47.73,3,3661.0,5.9,0.2951199873666627,0.996705913045808,0.4835257251760272,0.0,0.0,1.0,0.0
Agaricaceae,112.64,2,0,0,1.0,2,48.7,1,1785.0,16.2,1.3323030290186018,0.1749772259485269,0.1471875955427722,0.0,1.0,0.0,0.0
Agaricaceae,118.73,2,0,0,0.0,2,47.5,0,2447.0,12.5,0.091750763513341,0.5742232975716275,0.2658951707074505,0.0,0.0,1.0,0.0
Agaricaceae,51.56,1,2,2,1.0,2,48.83,0,2445.0,12.6,-0.3556615289639667,0.93122110764731,-1.5542876484842805,0.0,0.0,0.0,1.0
Agaricaceae,67.24,1,2,2,0.0,0,46.55,3,3284.0,7.9,-0.8437476662119378,0.3312957936739738,0.3450335541505693,0.0,1.0,0.0,0.0
Agaricaceae,83.42,1,0,2,1.0,2,44.87,0,2419.0,12.7,1.9017368558079024,-0.7692714196362662,-1.316872498154924,0.0,1.0,0.0,0.0
Agaricaceae,91.38,1,0,0,1.0,2,47.01,1,1930.0,15.4,-1.636887639239892,5.297578938572965,0.4439565334544678,0.0,1.0,0.0,0.0
Agaricaceae,73.18,1,2,2,1.0,1,57.87,0,2117.0,14.4,0.884890736541295,0.9058721507188592,0.6418024920622648,0.0,0.0,0.0,1.0
Agaricaceae,63.79,1,2,2,1.0,2,46.48,3,3628.0,6.0,0.4171415216786556,-0.8284189858026515,1.1364173885817568,1.0,0.0,0.0,0.0
Agaricaceae,134.55,2,0,2,1.0,1,44.61,3,3707.0,5.6,-1.138633040799254,-0.1735709318176718,2.0860779898991813,0.0,1.0,0.0,0.0
Agaricaceae,107.61,2,0,3,0.0,2,42.55,1,1228.0,19.2,-0.1319553827253123,-0.8284189858026515,0.4241719375936881,0.0,1.0,0.0,0.0
Agaricaceae,93.46,2,0,2,1.0,0,46.49,3,3326.0,7.7,0.2036038366326681,-0.2601798679898788,-0.7629038140530929,0.0,1.0,0.0,0.0
Agaricaceae,131.5,2,0,2,1.0,1,50.99,1,1937.0,15.3,0.0815823023206751,-0.8284189858026515,0.6813716837838242,1.0,0.0,0.0,0.0
Agaricaceae,88.58,1,2,2,1.0,0,41.38,0,2188.0,14.0,0.9052276589266268,1.210059633860269,1.0374944092778584,0.0,1.0,0.0,0.0
Agaricaceae,134.38,1,1,2,0.0,2,47.06,1,1220.0,19.3,0.9865753484679556,-0.8284189858026515,0.9583560258347394,0.0,0.0,0.0,1.0
Agaricaceae,85.7,1,2,2,1.0,2,42.57,3,3550.0,6.5,-0.7115576707072789,0.2552489228886213,1.1364173885817568,1.0,0.0,0.0,0.0
Agaricaceae,299.4,0,1,1,0.0,2,48.31,0,2882.0,10.1,0.2646146037886642,-0.5516928726670633,-0.5057040678629573,0.0,0.0,0.0,1.0
Agaricaceae,89.38,1,0,2,0.0,2,45.16,3,3055.0,9.2,-1.7182353287812204,-0.4819832411138235,-0.2485043216728212,0.0,0.0,1.0,0.0
Agaricaceae,82.94,1,0,3,1.0,2,44.56,3,3009.0,9.5,-0.4471776796979612,0.6122467329643038,1.2749095596072146,0.0,0.0,0.0,1.0
Agaricaceae,61.57,1,2,2,0.0,2,49.45,3,3739.0,5.4,-0.2438084558446395,-0.6594259396129794,1.7101706685443672,1.0,0.0,0.0,0.0
Agaricaceae,107.98,1,1,0,1.0,2,44.29,0,2807.0,10.6,1.3933137961745987,-0.7037866142377681,0.5230949168975866,1.0,0.0,0.0,0.0
Agaricaceae,125.38,1,0,2,1.0,2,48.22,1,1790.0,16.2,-1.2809914974965797,-0.5580301118991761,-2.7413634001310614,1.0,0.0,0.0,0.0
Agaricaceae,173.58,1,1,2,0.0,2,45.15,0,2250.0,13.6,-0.6302099811659503,0.6988556691365106,0.4043873417329084,0.0,0.0,0.0,1.0
Agaricaceae,118.28,2,1,0,1.0,2,49.82,3,3634.0,6.0,-0.5081884468539573,1.8733573401547323,0.1471875955427722,0.0,0.0,1.0,0.0
Agaricaceae,86.35,2,1,2,0.0,2,45.84,1,1548.0,17.5,-0.0404392319913178,-0.6509762873034957,-0.3078581092551603,0.0,1.0,0.0,0.0
Agaricaceae,95.09,1,0,0,1.0,2,45.44,0,2159.0,14.1,0.5289945947979819,1.1107762192238366,-0.8618267933569914,1.0,0.0,0.0,0.0
Agaricaceae,95.34,2,0,0,1.0,1,47.27,0,2459.0,12.5,0.3459622933299928,-0.2179316064424607,0.2658951707074505,0.0,0.0,1.0,0.0
Agaricaceae,84.1,1,2,2,1.0,1,52.33,3,3748.0,5.4,2.237296075165883,-0.8284189858026515,1.7497398602659264,1.0,0.0,0.0,0.0
Agaricaceae,81.01,1,0,3,0.0,2,53.7,1,1316.0,18.8,0.6205107455319765,0.1179420728595127,0.4835257251760272,0.0,0.0,0.0,1.0
Agaricaceae,96.18,2,0,2,1.0,2,42.65,0,2567.0,11.9,-1.8605937854785453,0.0376703759194184,-0.2880735133943806,0.0,0.0,1.0,0.0
Agaricaceae,112.14,2,0,2,1.0,3,45.4,1,1594.0,17.2,-0.833579205019272,1.4677740292995192,0.1274029996819926,0.0,0.0,0.0,1.0
Agaricaceae,167.7,0,1,2,1.0,0,47.69,1,1806.0,16.1,-0.9657692005239308,-0.4819832411138235,1.255124963746435,0.0,0.0,0.0,1.0
Agaricaceae,250.9,1,1,2,1.0,2,52.03,0,2767.0,10.8,-0.3251561453859682,1.3537037231214903,0.4835257251760272,0.0,0.0,1.0,0.0
Agaricaceae,249.85,1,1,1,0.0,2,50.17,0,2524.0,12.1,1.9627476229638996,1.0283921092063717,-0.4661348761413979,0.0,0.0,1.0,0.0
Agaricaceae,60.19,1,2,2,1.0,2,43.51,2,4048.0,3.7,0.4781522888346517,1.074865196908531,-0.9013959850785508,0.0,1.0,0.0,0.0
Agaricaceae,99.55,1,0,2,1.0,2,43.97,1,1301.0,18.8,-0.1421238439179791,-0.8284189858026515,-0.1693659382297024,1.0,0.0,0.0,0.0
Agaricaceae,101.62,1,0,3,1.0,2,40.91,0,2615.0,11.6,-1.5555399496985631,-0.4671963495722271,-0.1891505340904821,0.0,0.0,0.0,1.0
Agaricaceae,86.55,1,1,0,1.0,2,46.98,3,3835.0,4.9,-0.4268407573126286,-0.4228356749474383,0.8396484506700613,0.0,0.0,1.0,0.0
